Depth [L],In_Flow [L^3 T^-1],Out_Flow [L^3 T^-1],Upper depth bound [L],Lower depth bound [L]
29.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
29.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
30.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
30.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
30.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
30.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
30.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
31.15,0.52039269044217628668036468297941610217,-0.50000000000000000000000000000000000000,71.25,73.75
31.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
31.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
31.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
31.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
32.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
32.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
32.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
32.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
32.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
33.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
33.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
33.55,0.50910198943902773560665764307486824691,-0.50000000000000000000000000000000000000,71.25,73.75
33.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
33.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
34.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
34.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
34.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
34.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
34.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
35.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
35.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
35.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
35.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
35.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
36.15,0.50232994078747372768134482612367719412,-0.50000000000000000000000000000000000000,71.25,73.75
36.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
36.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
36.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
36.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
37.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
37.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
37.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
37.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
37.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
38.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
38.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
38.55,1.95654493924877281862961808656109496951,-0.50000000000000000000000000000000000000,71.25,73.75
38.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
38.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
39.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
39.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
39.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
39.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
39.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
40.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
40.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
40.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
40.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
40.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
41.15,0.61449393587441203390397959083202295005,-0.50000000000000000000000000000000000000,71.25,73.75
41.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
41.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
41.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
41.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
42.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
42.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
42.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
42.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
42.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
43.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
43.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
43.55,0.53377610436231293089548444186220876873,-0.50000000000000000000000000000000000000,71.25,73.75
43.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
43.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
44.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
44.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
44.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
44.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
44.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
45.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
45.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
45.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
45.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
45.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
46.15,0.51086229990822462632138467597542330623,-0.50000000000000000000000000000000000000,71.25,73.75
46.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
46.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
46.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
46.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
47.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
47.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
47.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
47.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
47.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
48.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
48.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
48.55,0.50144361452677765900176609648042358458,-0.50000000000000000000000000000000000000,71.25,73.75
48.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
48.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
49.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
49.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
49.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
49.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
49.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
50.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
50.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
50.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
50.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
50.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
51.15,0.49687922680810497899628330742416437715,-0.50000000000000000000000000000000000000,71.25,73.75
51.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
51.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
51.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
51.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
52.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
52.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
52.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
52.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
52.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
53.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
53.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
53.55,0.59881265374642889121048483502818271518,-0.50000000000000000000000000000000000000,71.25,73.75
53.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
53.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
54.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
54.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
54.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
54.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
54.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
55.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
55.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
55.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
55.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
55.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
56.15,0.50224830181038182530528501956723630428,-0.50000000000000000000000000000000000000,71.25,73.75
56.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
56.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
56.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
56.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
57.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
57.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
57.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
57.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
57.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
58.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
58.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
58.55,0.49391655418522889542387588335259351879,-0.50000000000000000000000000000000000000,71.25,73.75
58.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
58.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
59.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
59.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
59.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
59.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
59.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
60.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
60.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
60.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
60.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
60.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
61.15,0.49140693383396882865099541959352791309,-0.50000000000000000000000000000000000000,71.25,73.75
61.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
61.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
61.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
61.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
62.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
62.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
62.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
62.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
62.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
63.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
63.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
63.55,0.49037537881094156455574761821480933577,-0.50000000000000000000000000000000000000,71.25,73.75
63.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
63.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
64.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
64.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
64.55,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
64.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
64.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
65.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
65.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
65.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
65.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
65.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
66.15,0.48987157934700858996635020048415753990,-0.50000000000000000000000000000000000000,71.25,73.75
66.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
66.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
66.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
66.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
67.15,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
67.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
67.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
67.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
67.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
68.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
68.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
68.55,0.48958169272025497953393369243713095784,-0.50000000000000000000000000000000000000,71.25,73.75
68.75,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
68.95,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
69.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
69.35,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
69.55,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
69.75,0.49999999999995042854195048676047008485,-0.50000000000000000000000000000000000000,71.25,73.75
69.95,0.50499999999994982236017904142499901354,-0.50000000000000000000000000000000000000,71.25,73.75
70.15,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
70.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
70.55,0.49999999999995037303079925550264306366,-0.50000000000000000000000000000000000000,71.25,73.75
70.75,0.49999999999995037303079925550264306366,-0.50000000000000000000000000000000000000,71.25,73.75
70.95,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
71.15,0.48937948229519406817544791010732296854,-0.50000000000000000000000000000000000000,71.25,73.75
71.35,0.49999999999995031751964802424481604248,-0.50000000000000000000000000000000000000,71.25,73.75
